id,asset_id,item,category,price,state,created_at
502,334,38,Shoes,47.13,successful,41:51.7
503,221,75,Tools,23.77,successful,20:55.4
504,498,74,Grocery,15.04,successful,06:22.6
505,204,4,Beauty,75.12,successful,28:16.7
506,63,20,Jewelery,36.51,successful,02:49.0
507,499,22,Shoes,36.06,successful,06:50.7
508,375,93,Jewelery,76.78,successful,03:37.9
509,201,61,Sports,95.45,successful,05:43.8
510,531,91,Games,72.42,successful,16:11.1
511,257,11,Movies,87.61,successful,05:20.4
512,120,44,Music,15.23,successful,30:40.4
513,566,25,Automotive,67.76,successful,41:46.2
514,453,79,Books,47.41,successful,20:47.2
515,455,39,Computers,77.05,successful,40:15.0
516,95,7,Toys,38.59,successful,18:04.0
517,305,100,Sports,10.81,successful,32:50.3
518,387,43,Grocery,55.22,successful,10:04.4
519,549,76,Automotive,78.24,successful,10:53.3
520,350,25,Tools,93.38,successful,25:44.7
521,583,3,Electronics,91.36,successful,31:05.0
522,495,41,Clothing,55.72,successful,30:26.0
523,362,44,Kids,13,successful,36:04.1
524,387,34,Books,19.45,successful,59:01.3
525,74,87,Toys,84.52,successful,57:27.4
526,95,74,Movies,31.77,successful,35:30.6
527,276,71,Jewelery,86.43,successful,31:26.3
528,208,73,Outdoors,89.78,successful,04:55.3
529,73,64,Music,59.41,successful,33:02.8
530,533,50,Movies,10.85,successful,15:05.3
531,334,72,Baby,98.91,successful,36:53.3
532,20,49,Movies,7.66,successful,26:22.3
533,131,6,Shoes,3.36,successful,51:54.6
534,182,1,Baby,56.76,successful,49:38.8
535,376,66,Sports,73.67,successful,16:34.4
536,522,72,Books,2.35,successful,40:42.4
537,277,35,Clothing,36.54,successful,46:10.8
538,321,98,Jewelery,26.44,successful,33:01.0
539,337,1,Outdoors,45.65,successful,55:13.6
540,353,44,Electronics,51.16,successful,23:02.0
541,209,7,Kids,9.59,failed,44:00.0
542,257,49,Shoes,59.63,successful,42:35.9
543,151,7,Books,63.54,successful,26:27.5
544,275,93,Industrial,97.18,successful,27:01.8
545,244,28,Games,95.25,successful,37:09.6
546,491,76,Movies,84.38,successful,30:34.3
547,277,33,Sports,15.47,successful,58:56.5
548,474,24,Movies,99.61,successful,03:36.8
549,475,85,Tools,22.28,successful,02:52.9
550,359,57,Games,75.81,successful,54:05.4
551,335,37,Health,10.76,successful,18:50.8
552,139,44,Health,53.12,successful,50:47.1
553,284,8,Toys,92.46,successful,18:39.3
554,399,86,Tools,42.12,successful,43:54.5
555,236,95,Automotive,12.31,successful,37:46.0
556,352,5,Kids,7.63,successful,34:05.7
557,13,31,Automotive,39.01,successful,42:48.1
558,345,57,Home,99.36,successful,18:21.6
559,231,90,Movies,78.94,successful,34:07.2
560,160,3,Home,69.39,failed,09:28.7
561,266,21,Sports,51.43,successful,03:25.1
562,384,12,Home,91.55,successful,31:05.7
563,297,84,Music,63.05,successful,01:04.2
564,504,39,Sports,96.04,successful,29:57.2
565,282,11,Outdoors,6.88,successful,39:01.5
566,186,48,Tools,46.5,successful,32:20.1
567,315,97,Movies,30.14,successful,22:22.8
568,437,83,Beauty,27.69,successful,04:08.3
569,324,2,Tools,37.15,successful,36:20.4
570,184,72,Health,63.29,successful,02:38.4
571,175,68,Health,4.12,successful,48:05.4
572,557,76,Home,1.44,successful,50:10.4
573,458,40,Books,14.21,successful,24:10.0
574,363,54,Sports,2.56,successful,19:46.0
575,514,29,Books,70.88,successful,19:21.8
576,482,60,Jewelery,68.69,successful,48:04.2
577,165,35,Outdoors,34.98,successful,06:58.4
578,184,15,Shoes,4.31,successful,05:29.4
579,445,55,Baby,49.61,successful,11:49.0
580,116,55,Music,4.39,successful,52:21.6
581,19,98,Beauty,15.65,successful,49:02.5
582,177,4,Automotive,38.98,successful,31:26.7
583,175,72,Jewelery,7.18,successful,56:27.5
584,547,5,Electronics,61.95,successful,28:26.6
585,157,98,Clothing,6.89,successful,28:55.8
586,474,48,Toys,69.01,successful,34:26.3
587,586,95,Beauty,95.31,successful,49:41.9
588,205,32,Automotive,72.77,successful,43:25.5
589,361,99,Electronics,86.62,successful,59:14.9
590,390,6,Industrial,81.48,successful,09:52.8
591,198,5,Shoes,90.57,failed,42:36.8
592,322,44,Health,30.84,successful,07:15.1
593,565,6,Outdoors,86.19,successful,16:53.1
594,422,2,Books,90.04,successful,08:08.4
595,20,28,Automotive,82.54,successful,09:04.8
596,265,29,Tools,97.66,successful,11:15.9
597,267,65,Games,32.18,successful,14:03.4
598,305,91,Electronics,6.14,successful,18:08.9
599,583,17,Movies,18.82,successful,17:08.2
600,527,11,Outdoors,24.58,successful,10:27.4
601,307,99,Tools,19.43,successful,52:20.9
602,150,90,Beauty,98.89,successful,33:35.5
603,309,52,Computers,10.71,successful,50:38.8
604,15,89,Kids,3.72,successful,27:37.3
605,328,65,Industrial,14.17,successful,03:19.8
606,527,11,Clothing,69.29,successful,21:04.2
607,541,18,Garden,23.96,successful,06:11.4
608,302,84,Industrial,15.46,successful,06:32.4
609,303,56,Beauty,89.18,successful,59:32.2
610,296,100,Computers,57.8,successful,33:40.3
611,276,71,Beauty,24.12,successful,08:49.8
612,166,13,Shoes,39,successful,40:55.9
613,146,73,Toys,50.73,successful,48:05.9
614,63,89,Jewelery,55.26,successful,04:44.2
615,23,27,Baby,98.94,successful,13:23.1
616,370,81,Computers,36.44,successful,52:51.4
617,500,12,Shoes,13.44,successful,55:01.6
618,515,28,Automotive,85.87,successful,57:05.2
619,48,87,Garden,89.65,successful,16:03.1
620,344,79,Tools,8.57,successful,26:09.7
621,273,82,Outdoors,36.39,successful,37:21.8
622,50,55,Baby,93.59,successful,51:34.3
623,575,18,Baby,3.39,successful,10:56.6
624,554,60,Tools,52.37,successful,41:51.0
625,3,61,Computers,60.87,failed,05:00.1
626,488,56,Toys,55.82,successful,35:59.2
627,451,10,Garden,5.55,successful,23:26.8
628,102,84,Garden,10.88,successful,52:40.0
629,323,68,Beauty,98.6,successful,58:40.7
630,364,91,Sports,19.74,successful,10:03.6
631,320,7,Automotive,66.86,successful,59:30.9
632,462,68,Movies,9.71,successful,37:44.8
633,386,41,Sports,50.3,successful,58:19.5
634,494,66,Games,96.46,successful,21:26.5
635,495,85,Books,61.01,successful,12:53.5
636,382,87,Grocery,19.15,successful,43:03.8
637,243,27,Home,30.06,successful,09:23.2
638,370,3,Movies,36.24,successful,48:30.9
639,191,44,Kids,7.05,successful,23:10.6
640,207,1,Electronics,30.07,failed,48:48.1
641,424,21,Shoes,7.7,successful,19:10.7
642,593,68,Garden,20.56,successful,08:08.3
643,352,25,Books,8.43,successful,50:59.1
644,574,78,Health,50.17,successful,10:18.0
645,384,52,Garden,23.71,successful,41:08.8
646,46,72,Books,93.07,successful,31:22.9
647,333,40,Tools,68.79,successful,23:37.8
648,327,46,Home,27.55,successful,55:16.9
649,146,27,Tools,21.4,successful,17:43.6
650,426,52,Outdoors,68.03,successful,17:22.8
651,515,23,Music,16.71,successful,52:46.9
652,503,20,Games,95.06,successful,43:47.9
653,236,54,Tools,42.74,successful,00:35.1
654,180,5,Shoes,51.3,successful,08:00.6
655,464,14,Jewelery,77.41,successful,23:04.3
656,370,81,Jewelery,6.18,successful,51:41.8
657,424,41,Industrial,85.17,successful,03:57.4
658,360,49,Shoes,81.6,successful,51:45.3
659,223,36,Jewelery,25.71,successful,51:22.4
660,589,20,Tools,41.71,successful,24:39.2
661,561,32,Beauty,51.28,successful,13:05.4
662,62,85,Electronics,47.6,successful,03:45.2
663,405,81,Beauty,20.8,successful,30:07.5
664,24,18,Health,6.06,successful,31:22.7
665,479,74,Shoes,6.24,successful,21:00.9
666,241,51,Health,18.01,successful,58:51.0
667,216,91,Music,54.8,successful,21:59.4
668,326,59,Clothing,37.01,successful,18:55.9
669,53,79,Outdoors,88.23,successful,34:37.7
670,209,38,Home,85.87,successful,27:51.5
671,254,80,Beauty,92.07,successful,19:36.3
672,436,19,Games,7.69,successful,26:18.7
673,229,27,Computers,54.54,successful,23:47.6
674,270,7,Grocery,75.15,successful,14:36.0
675,85,8,Sports,59.21,successful,52:35.7
676,592,95,Beauty,2.04,successful,48:50.0
677,318,94,Shoes,3.98,successful,19:46.0
678,365,60,Computers,7.73,successful,10:55.6
679,31,61,Sports,57.87,successful,04:31.4
680,509,91,Outdoors,48.4,successful,23:42.7
681,544,18,Garden,79.42,successful,55:33.8
682,598,36,Music,29.64,successful,08:09.0
683,531,91,Health,8.7,successful,50:36.4
684,371,93,Movies,72.66,successful,00:28.0
685,37,35,Baby,16.08,successful,14:28.8
686,379,15,Shoes,98.44,successful,02:28.2
687,168,94,Computers,24.04,successful,29:27.8
688,172,53,Music,30.87,successful,07:04.8
689,231,33,Automotive,18.22,successful,32:39.3
690,495,40,Automotive,14.84,successful,59:29.5
691,104,87,Clothing,32.7,successful,20:14.8
692,580,37,Music,40.91,successful,52:28.0
693,278,42,Garden,99.88,successful,03:51.9
694,336,98,Beauty,38.63,successful,42:42.7
695,235,1,Tools,89.03,successful,06:32.3
696,285,56,Automotive,33.26,successful,49:31.8
697,102,70,Tools,50.27,successful,50:34.5
698,296,8,Outdoors,34.02,successful,00:24.6
699,435,77,Jewelery,4.31,successful,40:35.5
700,307,45,Shoes,29.86,successful,30:52.3
701,389,44,Automotive,51.07,successful,58:31.6
702,287,48,Baby,65.02,successful,08:09.5
703,483,52,Automotive,22.7,successful,32:30.1
704,138,70,Movies,57.27,successful,24:02.2
705,112,95,Tools,97.5,successful,13:37.2
706,517,76,Industrial,87.86,successful,28:54.7
707,513,87,Books,3.89,successful,47:48.2
708,418,42,Computers,53.53,successful,53:29.9
709,174,48,Automotive,34.77,successful,19:26.6
710,105,11,Computers,33.62,successful,26:54.4
711,9,77,Clothing,40.55,successful,03:10.3
712,531,32,Health,96.45,successful,10:38.3
713,311,35,Sports,51.62,successful,05:31.6
714,2,90,Clothing,68.38,successful,47:51.1
715,575,3,Toys,82.29,successful,37:01.6
716,199,65,Kids,43.74,successful,21:52.6
717,108,40,Health,88.07,successful,42:05.0
718,60,46,Kids,50.67,successful,20:01.6
719,307,74,Automotive,3.36,successful,45:36.4
720,103,33,Automotive,32.08,successful,46:31.1
721,591,64,Shoes,33.15,successful,17:38.9
722,497,62,Tools,77.87,successful,48:35.5
723,242,34,Clothing,89.19,successful,38:41.4
724,12,95,Tools,46.37,successful,56:43.0
725,528,37,Health,7.84,successful,32:45.9
726,326,52,Home,87.84,successful,51:12.2
727,224,7,Shoes,46.71,failed,27:23.9
728,201,52,Automotive,33.16,successful,55:12.4
729,536,34,Clothing,78.9,successful,16:32.6
730,468,12,Outdoors,16.53,successful,46:40.7
731,74,91,Movies,13.4,successful,37:54.8
732,82,85,Shoes,23.99,successful,36:03.7
733,23,65,Clothing,79.62,successful,17:03.6
734,79,59,Electronics,58.25,successful,51:21.9
735,432,90,Toys,49.22,successful,20:43.9
736,481,70,Automotive,17.03,successful,57:26.1
737,253,86,Movies,43.12,successful,43:55.2
738,134,23,Jewelery,41.23,successful,35:17.5
739,277,25,Clothing,99.25,successful,20:11.1
740,593,61,Kids,90.17,successful,17:12.6
741,279,12,Movies,26.38,successful,30:24.0
742,211,95,Computers,88,successful,21:37.1
743,462,10,Movies,40.45,successful,34:00.2
744,490,97,Movies,37.46,successful,06:53.8
745,462,58,Music,85.63,successful,31:19.1
746,366,53,Garden,72.25,successful,14:27.0
747,517,70,Computers,71.38,successful,52:17.7
748,335,5,Baby,80.9,successful,15:04.8
749,259,16,Electronics,3.26,successful,01:35.4
750,334,11,Tools,85.54,failed,02:35.3
751,182,94,Games,21.54,successful,09:59.1
752,493,7,Shoes,5.68,successful,51:11.3
753,189,70,Movies,60.67,successful,45:09.7
754,356,53,Sports,3.96,successful,56:51.6
755,120,95,Health,7.39,successful,01:14.7
756,433,93,Clothing,96.74,successful,55:05.6
757,189,79,Beauty,59.68,successful,55:43.6
758,132,88,Shoes,53.13,successful,28:00.1
759,119,68,Computers,96.19,successful,33:11.5
760,310,44,Shoes,96.14,successful,27:32.6
761,485,42,Grocery,62.72,successful,59:18.9
762,329,27,Tools,70.25,successful,04:26.8
763,226,56,Beauty,69.04,successful,52:37.2
764,162,60,Tools,75.59,successful,16:37.0
765,157,70,Garden,49.25,successful,56:05.4
766,385,64,Shoes,71.68,successful,24:34.4
767,54,79,Baby,36.31,successful,40:06.6
768,403,84,Baby,51.15,successful,10:52.5
769,227,89,Automotive,52.58,successful,23:55.3
770,448,82,Industrial,45.13,successful,38:24.9
771,426,60,Jewelery,88.87,successful,37:12.8
772,248,92,Industrial,97.09,successful,09:01.8
773,581,16,Baby,85.14,successful,14:41.7
774,107,23,Movies,46.1,successful,11:19.2
775,357,87,Health,12.1,successful,11:37.8
776,136,8,Electronics,46.38,successful,04:36.4
777,46,15,Sports,59.01,successful,40:36.8
778,497,9,Games,83.05,successful,48:46.7
779,201,79,Clothing,25.79,successful,50:41.4
780,65,51,Games,66.2,successful,19:10.1
781,396,52,Outdoors,94.41,successful,29:30.9
782,135,3,Outdoors,71.74,successful,28:01.9
783,50,42,Toys,31.51,successful,20:24.2
784,39,98,Kids,84.56,failed,03:20.0
785,397,3,Electronics,36.75,successful,31:30.7
786,23,7,Computers,21.45,successful,33:16.8
787,105,60,Movies,58.21,successful,48:00.2
788,455,61,Movies,4.97,successful,14:40.2
789,295,75,Kids,28.52,successful,29:06.3
790,324,65,Computers,5.22,successful,13:28.1
791,42,89,Clothing,62.95,successful,18:01.6
792,423,2,Health,92.58,successful,01:16.3
793,595,26,Garden,14.43,successful,17:57.4
794,50,53,Health,46.14,successful,02:16.1
795,73,54,Jewelery,97.85,failed,11:05.3
796,303,33,Books,35.42,successful,59:19.6
797,124,21,Kids,34.98,successful,43:14.7
798,430,27,Toys,62.4,successful,09:33.7
799,535,1,Sports,35.12,successful,07:58.4
800,473,72,Health,42.01,successful,11:08.3
801,13,44,Toys,27.34,successful,17:16.8
802,111,45,Electronics,41.43,successful,34:58.7
803,539,7,Movies,66.75,successful,37:46.7
804,139,65,Computers,95.18,successful,09:26.2
805,506,33,Movies,75.87,successful,08:59.2
806,445,26,Games,84.37,successful,36:39.2
807,377,36,Computers,93.59,successful,52:13.7
808,13,31,Baby,96.53,successful,31:22.3
809,450,21,Home,20.54,successful,28:49.9
810,45,56,Games,1.46,successful,44:09.6
811,194,41,Industrial,78.31,successful,52:25.1
812,334,23,Toys,42.73,successful,20:32.3
813,555,3,Automotive,25.52,successful,40:19.8
814,488,66,Tools,31.26,successful,09:41.9
815,533,39,Computers,91.05,successful,31:31.4
816,81,7,Industrial,16.66,successful,08:49.8
817,479,84,Tools,60.44,successful,16:41.9
818,492,68,Home,5.84,successful,50:28.4
819,74,21,Grocery,27.85,successful,05:13.2
820,369,80,Beauty,20.04,failed,38:13.7
821,594,25,Health,26.21,successful,50:20.0
822,84,76,Home,17.45,successful,14:39.2
823,374,56,Music,53.51,successful,15:46.9
824,85,79,Clothing,51.64,successful,59:45.3
825,307,94,Outdoors,36.6,successful,46:00.2
826,508,74,Tools,30.5,successful,39:03.9
827,161,92,Clothing,60.24,successful,09:18.6
828,98,74,Jewelery,65.71,successful,08:41.6
829,565,78,Automotive,76.07,successful,19:41.5
830,584,53,Garden,56.09,successful,28:46.4
831,337,82,Beauty,34.66,successful,09:40.6
832,30,97,Clothing,17.57,successful,45:15.2
833,453,12,Shoes,44.62,successful,58:57.0
834,38,22,Industrial,23.13,successful,41:53.9
835,278,83,Industrial,34.82,successful,57:11.3
836,38,55,Garden,19.84,successful,33:52.0
837,51,91,Music,30.69,successful,33:54.5
838,311,65,Beauty,62.23,successful,28:11.8
839,244,94,Grocery,29.38,successful,28:21.5
840,355,56,Sports,50.52,successful,34:52.8
841,206,69,Industrial,37.68,successful,57:05.6
842,337,58,Computers,56.58,successful,38:36.2
843,75,25,Shoes,15.43,successful,25:45.0
844,175,80,Sports,73.86,failed,53:52.5
845,172,66,Movies,52.08,successful,56:36.3
846,312,48,Computers,40.74,successful,58:51.5
847,558,28,Shoes,78.56,successful,37:12.8
848,184,37,Jewelery,30.04,successful,49:55.6
849,4,42,Home,48.47,successful,44:02.1
850,14,22,Home,11.52,successful,19:46.1
851,47,35,Clothing,8.96,failed,52:46.9
852,121,78,Home,38.09,successful,39:47.6
853,420,86,Toys,1.2,successful,58:39.9
854,154,57,Sports,16.78,successful,17:02.9
855,582,64,Music,33.46,successful,47:57.6
856,550,65,Baby,42.93,successful,07:25.3
857,180,18,Garden,88.39,successful,46:27.0
858,336,18,Grocery,98.12,successful,24:17.0
859,133,42,Sports,95.19,successful,03:17.0
860,528,88,Games,26.66,successful,23:24.2
861,500,35,Outdoors,47.91,successful,03:51.3
862,343,82,Shoes,14.69,successful,08:21.8
863,117,59,Computers,60.81,successful,00:11.9
864,543,22,Baby,54.87,successful,01:25.6
865,477,58,Computers,23.59,successful,17:27.1
866,329,82,Electronics,8.23,successful,16:38.3
867,475,90,Beauty,98.6,successful,57:52.8
868,303,84,Music,26.95,successful,30:39.3
869,105,76,Movies,59.3,successful,16:11.9
870,102,97,Sports,44.41,successful,25:33.5
871,285,67,Baby,1.38,successful,59:36.5
872,22,74,Shoes,90.38,successful,29:37.5
873,273,79,Tools,21.31,successful,04:25.2
874,582,100,Industrial,59.05,successful,46:43.4
875,291,41,Clothing,85.88,successful,25:12.1
876,94,81,Industrial,88.17,successful,11:11.2
877,400,97,Sports,53.25,successful,26:03.9
878,186,36,Clothing,25.53,successful,22:39.1
879,121,33,Shoes,54.3,successful,22:44.5
880,591,92,Books,99,successful,05:11.3
881,523,87,Music,41.16,successful,19:42.4
882,555,28,Outdoors,30.61,successful,46:56.0
883,580,20,Games,10.09,successful,12:06.2
884,414,36,Home,87.26,successful,47:49.1
885,169,59,Industrial,78.85,successful,57:16.3
886,207,64,Garden,90.6,successful,42:23.0
887,147,9,Music,71.83,successful,55:43.5
888,142,34,Baby,74.5,successful,29:19.9
889,107,29,Kids,68,successful,22:43.9
890,574,75,Garden,62.24,successful,31:23.6
891,65,61,Automotive,8.19,successful,38:34.6
892,400,71,Outdoors,63.96,successful,40:24.0
893,315,38,Grocery,37.29,successful,57:43.0
894,101,81,Shoes,67.35,successful,21:58.7
895,535,4,Music,71.01,successful,35:42.7
896,318,28,Kids,64.19,successful,18:55.1
897,352,54,Sports,37.31,successful,09:34.3
898,512,42,Books,87.15,successful,32:34.2
899,571,99,Tools,71.9,successful,30:38.6
900,248,96,Movies,84.78,successful,10:23.9
901,202,36,Health,93.65,successful,20:22.9
902,190,12,Industrial,81.2,successful,07:12.5
903,337,42,Health,17.27,successful,29:13.6
904,393,13,Grocery,58.13,successful,37:12.7
905,236,54,Computers,16.22,successful,23:34.2
906,268,3,Grocery,48.96,successful,21:16.0
907,565,46,Grocery,46.94,successful,36:34.5
908,479,77,Kids,94.21,successful,54:18.2
909,538,98,Jewelery,54.88,successful,13:40.2
910,457,100,Movies,73.25,successful,45:56.9
911,440,100,Shoes,91.97,successful,13:45.9
912,273,72,Computers,94.53,successful,25:04.9
913,59,71,Tools,53.6,successful,09:29.0
914,401,12,Automotive,2.51,successful,21:39.2
915,305,29,Kids,64.4,successful,04:57.9
916,447,65,Kids,37.06,successful,07:00.0
917,346,7,Electronics,48.12,successful,15:48.0
918,484,94,Grocery,98.59,successful,28:22.1
919,409,38,Books,99.6,successful,19:46.7
920,561,81,Sports,23.59,successful,09:18.9
921,299,54,Baby,90.31,successful,34:05.8
922,589,1,Health,47.92,successful,39:13.4
923,193,32,Movies,66.75,successful,49:49.7
924,201,30,Garden,55.87,successful,56:37.4
925,267,61,Beauty,92.67,failed,20:09.9
926,230,13,Grocery,82.02,successful,06:17.0
927,190,26,Baby,75.45,successful,02:39.9
928,174,54,Jewelery,97.98,successful,45:06.0
929,486,66,Sports,94.18,successful,56:20.9
930,328,12,Garden,9.01,successful,01:35.2
931,217,85,Jewelery,29.89,successful,21:10.3
932,226,96,Clothing,36.36,successful,29:48.6
933,526,52,Garden,58.34,successful,29:27.5
934,26,71,Clothing,27.62,successful,36:09.8
935,193,52,Home,88.9,successful,36:41.3
936,548,100,Books,43.9,successful,20:42.5
937,300,27,Books,5.64,successful,47:34.4
938,253,97,Toys,32.22,successful,08:38.7
939,377,48,Industrial,49.94,successful,15:18.2
940,400,88,Garden,31.63,successful,10:07.2
941,532,51,Computers,26.16,successful,25:35.0
942,158,66,Home,3.64,successful,35:42.1
943,566,53,Garden,6.97,successful,12:13.7
944,152,60,Home,50.67,successful,07:12.9
945,345,75,Shoes,61.27,successful,32:01.0
946,61,100,Music,20.14,successful,21:28.6
947,365,69,Jewelery,3.01,successful,14:31.8
948,131,69,Sports,72.32,successful,37:33.0
949,271,69,Kids,22.36,successful,48:59.4
950,206,39,Beauty,58.44,successful,51:06.3
951,289,21,Garden,94.28,successful,24:10.9
952,167,89,Jewelery,21.09,successful,47:10.7
953,6,12,Grocery,68.59,successful,57:40.6
954,383,7,Home,88.2,successful,00:31.5
955,60,23,Toys,7.54,successful,34:17.3
956,549,9,Movies,27.3,successful,36:03.1
957,135,87,Industrial,32.81,successful,56:12.0
958,340,95,Shoes,8.93,successful,42:51.3
959,13,87,Tools,56.15,successful,14:51.6
960,55,20,Grocery,50.78,successful,18:56.5
961,361,69,Sports,48.35,successful,58:39.8
962,276,47,Clothing,33.29,successful,34:51.3
963,449,75,Garden,72.05,successful,27:08.4
964,84,89,Electronics,83.27,successful,52:11.0
965,363,94,Electronics,42.5,successful,26:15.7
966,420,94,Movies,3.89,successful,41:20.3
967,192,1,Industrial,30.38,successful,19:03.4
968,522,63,Kids,33.83,successful,43:18.5
969,327,38,Electronics,27.47,successful,22:47.1
970,375,39,Shoes,1.41,successful,00:35.6
971,505,63,Tools,22.68,successful,54:27.5
972,447,30,Beauty,51.6,successful,48:34.0
973,165,41,Games,5.01,successful,37:03.3
974,257,86,Health,43.22,successful,14:31.3
975,510,46,Electronics,8.34,successful,09:15.0
976,5,98,Grocery,26.07,successful,39:24.9
977,415,18,Books,52.53,successful,02:22.5
978,38,40,Garden,51.39,successful,47:04.5
979,577,47,Garden,94.51,successful,47:44.4
980,377,59,Electronics,34.37,successful,01:22.9
981,88,83,Tools,58.27,successful,41:40.2
982,38,50,Electronics,12.01,successful,37:57.6
983,424,69,Health,66.71,successful,22:25.1
984,516,98,Games,37.44,successful,47:38.8
985,106,11,Home,73.04,successful,14:21.9
986,131,68,Jewelery,44.51,successful,38:15.7
987,204,78,Baby,9.64,successful,38:36.7
988,30,92,Electronics,46.03,successful,05:29.8
989,285,29,Health,61.44,successful,28:21.5
990,118,73,Computers,92.39,successful,54:20.1
991,539,18,Health,58.75,successful,40:01.9
992,186,51,Music,23.25,successful,46:39.1
993,325,45,Grocery,51.44,successful,28:32.6
994,29,40,Jewelery,22.46,successful,59:22.3
995,524,57,Health,88.48,successful,03:33.7
996,497,98,Computers,51.22,successful,53:13.7
997,198,20,Tools,24.37,successful,52:03.0
998,243,49,Home,63.2,successful,34:07.2
999,190,76,Computers,55.91,successful,11:00.2
1000,375,80,Kids,43.78,successful,36:13.7